sample_id,gender,month,height,weight,head_circ
23,male,1,58.31419857,4.601469392,35.30298524
24,male,1,61.14170456,4.710207838,37.42987375
25,male,1,55.09421277,4.128221965,36.10703048
26,male,1,56.31463263,4.710500599,34.79845155
27,male,1,57.02666459,5.554636828,37.06496043
28,male,1,53.36657158,4.931894897,33.51331566
29,male,1,54.03272716,5.000080041,35.72379218
30,male,1,51.41847003,3.915834022,36.39681896
31,male,1,53.30050136,4.625333277,36.80110629
32,male,1,55.88257859,4.705342506,36.80840442
33,male,1,54.14763962,4.041428859,36.63748983
34,male,1,54.29299809,4.582194384,38.16195231
35,male,1,54.48613685,5.881469663,38.55755698
36,male,1,51.15903273,3.817826738,38.69833391
37,male,1,56.29149688,4.887063356,34.92642456
38,male,1,51.95736351,3.748325209,35.53224644
39,male,1,54.30371669,4.746397738,34.98958179
40,male,1,53.86672942,3.770722657,35.99786519
41,male,1,54.28467175,4.913245806,36.8664087
42,male,1,57.47393529,3.612092071,36.72447416
43,male,1,53.59408616,4.514334365,36.22256911
44,male,1,53.21211457,5.438921381,36.31363829
45,male,1,51.81265741,4.344268139,35.99829951
46,male,1,53.16917364,4.425521684,35.46722047
47,male,1,52.48424906,5.482933218,35.61962352
48,male,1,55.47509777,5.925407587,35.50513845
49,male,1,53.06029193,6.238173579,35.89134671
50,male,1,55.27767987,4.224462273,34.82655081
1,male,2,58.12178777,4.861404387,39.47945104
2,male,2,55.67623186,6.05580804,40.34134039
3,male,2,56.89784521,5.904916811,36.42933877
4,male,2,60.08171366,6.499645764,39.50662512
5,male,2,60.11584456,5.705149357,38.13589297
6,male,2,62.21058922,5.712573552,38.03210545
7,male,2,58.39319741,6.659631044,38.07014836
8,male,2,55.55792905,5.713393539,38.54858438
9,male,2,56.94000765,6.077564589,38.12325639
10,male,2,59.17612816,5.939162281,36.96689976
11,male,2,62.01025904,5.568869656,38.16571992
12,male,2,58.60901733,5.225632186,39.04944755
13,male,2,60.56673497,5.36371651,37.71690855
14,male,2,59.85935448,4.236031122,36.53069521
15,male,2,56.18062592,6.494918512,36.01843678
16,male,2,58.07488596,4.48342242,38.74724676
17,male,2,60.87999692,5.186509662,37.92329443
18,male,2,60.06458261,5.340768268,37.28810826
19,male,2,59.28121267,6.44386985,38.27072404
20,male,2,59.30651707,5.640495493,37.1648084
21,male,2,57.46632993,6.260957703,37.90115769
22,male,2,55.8931679,5.394037705,38.3430513
23,male,2,60.861309,6.769957914,35.55332843
24,male,2,55.70158297,5.940898473,36.81881537
25,male,2,56.61609775,5.983105952,36.41403587
26,male,2,59.59503349,6.214271689,36.51522817
27,male,2,56.00183036,4.562437423,39.86300249
28,male,2,57.35144621,5.592633191,39.42032486
29,male,2,56.15268094,5.750096974,38.91720263
30,male,2,59.57926076,5.063289526,37.55505999
31,male,2,59.24799473,5.608519364,39.42143434
32,male,2,59.20158092,5.095061768,36.53462734
33,male,2,59.24068307,5.753823201,35.60483114
34,male,2,59.45876692,4.350620244,34.36754514
35,male,2,59.61477733,5.799086712,38.27277625
36,male,2,54.65954304,5.154608555,38.04376473
37,male,2,58.11724891,6.257537928,37.05189024
38,male,2,58.61368124,4.218822651,38.5869902
39,male,2,59.77688479,5.629759317,38.05084076
40,male,2,56.14377646,5.44536325,37.63692974
41,male,2,57.45075964,6.258366529,39.52906595
42,male,2,56.36007832,4.493992224,39.72793853
43,male,2,60.4087564,5.215888289,39.25091044
44,male,2,60.83023791,6.098303062,38.71590882
45,male,2,59.89658578,6.029011536,36.79824158
46,male,2,56.07743357,5.849433875,37.70200818
47,male,2,59.25870902,5.801999215,37.94671331
48,male,2,60.58585345,4.4320208,38.17950294
49,male,2,58.71908786,6.195743538,39.34149606
50,male,2,57.32439227,5.751043244,36.29663539
1,male,3,59.33637534,5.12970504,37.47325712
2,male,3,60.13592469,6.278584069,39.02794485
3,male,3,62.75821188,7.067637433,37.33491089
4,male,3,60.57984391,6.892651309,40.44004716
5,male,3,61.83246839,5.958100535,38.89822407
6,male,3,63.86039701,7.035314238,35.8686385
7,male,3,62.49883639,6.122125672,38.81382509
8,male,3,63.99287828,6.667371276,39.35369336
9,male,3,58.16699837,7.049972891,38.17449928
10,male,3,60.86671507,6.673403262,37.58102841
11,male,3,61.52362924,5.943108216,39.11563143
12,male,3,62.49931965,6.973987657,40.56866258
13,male,3,59.17850742,7.43420106,38.52464533
14,male,3,62.93175123,5.749562496,40.43237079
15,male,3,61.98404114,6.272463967,40.78144426
16,male,3,61.90123143,7.10256093,37.58312485
17,male,3,62.3661211,5.803605678,40.13873578
18,male,3,61.17891896,5.196436938,38.97042332
19,male,3,63.15853759,6.053710675,39.39491428
20,male,3,62.63163657,7.146542844,41.20623551
21,male,3,61.11460219,5.446706657,40.27659409
22,male,3,63.37671634,6.226187319,38.52105145
23,male,3,61.9558615,7.073351055,37.29900192
24,male,3,62.67062766,6.432849218,39.53573669
25,male,3,60.27106248,6.796843338,39.73308719
26,male,3,64.40282049,7.536786112,40.5562893
27,male,3,61.39242101,7.030539848,40.815278
28,male,3,63.01090126,6.813833456,39.35855062
29,male,3,61.2097786,6.743690486,39.3010636
30,male,3,60.86870318,5.589108377,39.62886873
31,male,3,62.89043267,6.987437825,40.40013552
32,male,3,58.38922838,6.779474635,39.30088606
33,male,3,62.30889568,6.682534514,38.63313688
34,male,3,62.14777611,6.440040241,37.83498192
35,male,3,56.2788742,5.510266482,39.11636708
36,male,3,62.09991692,6.507515626,39.0816676
37,male,3,57.28000628,7.278469267,39.10050247
38,male,3,62.65362832,5.971800928,38.62700443
39,male,3,60.53756391,5.139405527,38.39079702
40,male,3,60.07962003,7.686619509,40.21116723
41,male,3,61.38699202,6.005005444,38.92783557
42,male,3,64.00879889,7.19824962,40.97024488
43,male,3,60.19288615,6.836837429,38.16046682
44,male,3,62.46039626,7.56041527,36.88726327
45,male,3,62.04819995,6.370536591,38.90803291
46,male,3,59.1589146,6.18968883,40.19433277
47,male,3,58.09205817,7.612580585,38.91582391
48,male,3,57.61408703,7.909570876,37.20536597
49,male,3,62.447421,6.622963216,38.40079552
50,male,3,61.33399008,6.518892932,39.05315367
1,male,4,67.41608624,7.519644649,41.56516778
2,male,4,64.98998271,6.529224317,41.34796293
3,male,4,65.51442219,7.348478307,40.97333935
4,male,4,66.43532881,6.307271599,40.56565854
5,male,4,62.94863371,6.79176427,39.02367957
6,male,4,64.86918606,7.556418474,40.97338265
7,male,4,65.55070721,6.465932613,41.4620813
8,male,4,66.50176821,7.595602437,40.89064012
9,male,4,65.34903718,7.351525342,41.41185175
10,male,4,64.70017963,8.003619775,40.36492876
11,male,4,62.25037431,8.515964093,41.22226173
12,male,4,65.28616469,6.59723697,41.68428229
13,male,4,64.85050516,7.273447183,38.83805968
14,male,4,65.10507548,8.091064647,41.8229583
15,male,4,64.70492559,7.139331799,40.91784196
16,male,4,63.51650772,6.542330899,40.84644611
17,male,4,63.75395479,6.301700436,40.08825732
18,male,4,65.20599182,7.980311012,38.85398497
19,male,4,64.22609986,8.819644194,38.49989223
20,male,4,62.32279371,6.266889802,40.36323645
21,male,4,63.34869767,7.077376113,39.82679724
22,male,4,61.39366112,5.902351598,41.27803573
23,male,4,62.06263938,7.048769844,39.98041536
24,male,4,63.62523897,6.784974095,39.5546962
25,male,4,60.48354814,6.9915627,41.81364534
26,male,4,60.6917693,9.026398074,39.68158872
27,male,4,65.99487388,6.020923665,39.19064787
28,male,4,62.80442404,7.302479381,40.80587113
29,male,4,60.38178571,8.282860402,41.8038642
30,male,4,63.68555985,6.57228422,38.82775166
31,male,4,66.41003161,6.426460101,39.67213965
32,male,4,65.15828316,7.033816622,39.5855997
33,male,4,64.73862808,7.910385959,40.03935372
34,male,4,66.14911723,6.759812612,40.39741401
35,male,4,62.43414726,6.28194611,40.87608235
36,male,4,65.28640946,7.049383979,41.25647792
37,male,4,62.78453733,5.587526512,39.1244294
38,male,4,63.90145195,5.967181415,39.98324759
39,male,4,68.10748411,7.760523959,40.94512725
40,male,4,65.74192535,7.321170902,39.28662702
41,male,4,65.35921466,5.478202499,40.54758259
42,male,4,61.79417697,7.43233138,42.09302091
43,male,4,62.40615175,5.386643253,38.38898718
44,male,4,68.23982131,6.687121902,40.869051
45,male,4,61.82272855,7.209643474,39.91332785
46,male,4,64.30751081,6.000067789,38.79857995
47,male,4,65.59588501,7.887248239,40.31597547
48,male,4,65.83564015,7.850154053,39.94063916
49,male,4,65.96931282,6.527600848,38.77148421
50,male,4,63.59005492,7.784715337,40.02385094
1,male,5,64.34012528,7.637584844,41.5013374
2,male,5,65.31621126,7.955079232,40.56296661
3,male,5,64.18601378,7.969702932,42.95699226
4,male,5,67.09143061,6.601089564,42.67537612
5,male,5,68.02867455,6.081723292,39.89848504
6,male,5,69.94170575,9.043728245,42.45409299
7,male,5,66.59561733,7.661972951,42.31376217
8,male,5,64.23791538,7.762949582,40.02311156
9,male,5,67.84650224,6.664922037,42.68266822
10,male,5,67.6190419,8.292784889,42.79890948
11,male,5,65.44732748,8.787633756,41.55141973
12,male,5,62.94007568,8.569509073,41.87054923
13,male,5,67.3464888,6.083461084,39.58486188
14,male,5,68.04537435,6.771644401,43.03694177
15,male,5,65.33929512,7.568454121,40.08760417
16,male,5,66.91886135,7.98778856,40.36732966
17,male,5,65.3758081,7.119278038,41.41388493
18,male,5,67.19639897,6.899015489,40.92377018
19,male,5,65.67714764,7.660850155,42.8197009
20,male,5,65.24511586,6.840149794,39.91815995
21,male,5,66.11207895,8.930453011,40.15469161
22,male,5,65.3615299,6.22215322,41.11591823
23,male,5,64.77706739,7.856154545,41.47630449
24,male,5,65.29971983,6.102570955,44.31468089
25,male,5,65.88451091,7.153973958,39.23996798
26,male,5,66.29424077,8.539036099,42.14009843
27,male,5,68.81160488,8.285238002,41.86749513
28,male,5,63.31980412,6.520097546,42.12328064
29,male,5,65.5207238,6.466731375,39.27714461
30,male,5,67.09989394,7.540674088,41.23667185
31,male,5,69.24783972,6.832916353,40.20505165
32,male,5,66.70942729,7.78403908,38.69622412
33,male,5,65.87386851,6.811243061,39.71734146
34,male,5,65.31564187,6.372913889,39.54722068
35,male,5,66.68718551,7.198881862,42.76525776
36,male,5,67.77921005,6.643052557,39.95071578
37,male,5,65.55066921,8.260649377,41.87757097
38,male,5,66.21114667,7.265636094,41.52711021
39,male,5,66.31217905,7.473511507,39.84634038
40,male,5,67.2856275,8.466413931,41.44580637
41,male,5,68.01162277,8.80047487,41.46764817
42,male,5,66.43040555,7.462934848,39.4169647
43,male,5,65.75527572,7.733335341,41.67014479
44,male,5,68.54985995,8.416368377,40.79347259
45,male,5,66.21261482,7.377876429,40.51268407
46,male,5,68.89791876,6.769461894,39.73761417
47,male,5,65.78234695,8.195940256,40.59112675
48,male,5,67.06645363,6.432755822,39.49817813
49,male,5,62.96243167,7.32832281,40.77121263
50,male,5,65.68645527,7.218491446,40.64069596
1,male,6,67.55859037,7.534078965,41.10565206
2,male,6,66.15914371,5.972473872,42.73644073
3,male,6,65.63180352,7.48916983,40.65707066
4,male,6,69.40150267,8.786419052,41.24121024
5,male,6,69.33690159,7.571790541,42.43661757
6,male,6,65.13240921,7.46666977,42.98517
7,male,6,68.40631971,7.433702362,41.27491349
8,male,6,65.48616389,7.287682494,41.47830441
9,male,6,65.60296087,8.002215193,42.7189613
10,male,6,68.59828365,8.314946496,41.78380267
11,male,6,66.2965544,8.914094025,41.79819235
12,male,6,69.48761197,6.803736098,41.08795405
13,male,6,67.67319484,8.176747331,41.5197831
14,male,6,68.61868305,7.792736228,41.40868886
15,male,6,66.60510927,8.099700213,42.09121456
16,male,6,65.41267946,7.177797912,41.2256145
17,male,6,69.33802926,7.931857992,41.03137339
18,male,6,68.05233583,7.092470349,41.31002439
19,male,6,67.14577126,8.361792293,40.84893612
20,male,6,67.73154712,7.237667128,43.25772738
21,male,6,70.11922585,7.944483095,40.12823523
22,male,6,66.27348339,6.410937126,42.85512562
23,male,6,66.17612396,8.128876803,41.38746505
24,male,6,66.4227314,8.675406028,38.97533153
25,male,6,64.58851659,8.436314014,40.74614868
26,male,6,69.15729346,8.637571088,42.78717801
27,male,6,67.96550233,6.950840041,39.84849627
28,male,6,67.99362675,7.781489029,41.55901735
29,male,6,67.51764003,7.851209308,39.92643334
30,male,6,66.63069516,8.404136954,41.49725653
31,male,6,66.03550463,7.782552686,42.62846563
32,male,6,69.21852717,7.757704759,41.15371438
33,male,6,64.89024912,9.074689775,42.5483981
34,male,6,68.43656799,8.66365459,42.27474575
35,male,6,66.09403786,6.670488759,42.85133312
36,male,6,68.13638941,7.630772445,42.99922156
37,male,6,66.19268801,7.205489269,42.60049255
38,male,6,66.6056508,9.980109523,41.86857184
39,male,6,70.96179524,7.553965828,41.47474582
40,male,6,68.86973698,8.703627848,41.56516657
41,male,6,63.52469565,7.967389874,41.83597751
42,male,6,67.84018359,7.976181147,40.31942858
43,male,6,66.74155542,8.246665864,40.68684282
44,male,6,65.44041024,7.800149552,40.80236182
45,male,6,67.99859319,8.483055897,40.77098544
46,male,6,67.84693448,8.291876641,41.06216426
47,male,6,66.97583751,6.720432838,41.33339692
48,male,6,71.34813678,7.511071381,40.44624158
49,male,6,63.32748887,7.533652814,38.71881
50,male,6,69.19261684,7.545726972,43.82102786
1,male,7,68.65085579,9.04569942,41.02023192
2,male,7,70.44737548,9.340918924,43.22647341
3,male,7,68.33740437,7.654739335,41.25882279
4,male,7,68.07165733,8.679004826,42.59965878
5,male,7,65.95027863,7.481162452,41.83578303
6,male,7,68.80204799,7.910043736,42.72164977
7,male,7,73.90961702,8.508925881,39.78124515
8,male,7,71.0804342,8.167754048,42.28521266
9,male,7,72.3835871,7.823684858,41.82082872
10,male,7,70.9384341,7.419786021,43.66480151
11,male,7,71.37409915,8.081763424,41.60241455
12,male,7,70.91546519,8.336748632,41.5343272
13,male,7,70.10324562,8.693563669,39.79325649
14,male,7,68.09319533,7.686928224,42.19708096
15,male,7,68.187424,8.710729174,42.74268717
16,male,7,66.15840401,7.4853123,41.71848755
17,male,7,69.18894634,7.917721585,41.30002571
18,male,7,70.90877578,8.615264019,42.43239849
19,male,7,71.16065286,7.815239168,40.56438871
20,male,7,69.38075214,7.754282724,42.37766927
21,male,7,68.15950753,8.266867138,43.21486487
22,male,7,75.45198314,8.324804196,41.80271159
23,male,7,70.59970251,8.954137371,41.53405017
24,male,7,71.89909308,8.136629786,41.58102367
25,male,7,68.55840678,7.109448342,42.5831084
26,male,7,69.12788051,7.840913331,40.47246179
27,male,7,70.05235349,7.858670672,40.9891785
28,male,7,72.38539239,7.647370687,40.20813883
29,male,7,68.60819836,8.525332592,41.67969251
30,male,7,70.82186977,10.05123557,41.95463745
31,male,7,65.21985219,8.85591723,42.10331276
32,male,7,68.23621658,8.191612308,41.79850346
33,male,7,66.74518275,8.652567029,39.80487493
34,male,7,71.31538916,9.309937769,40.46754752
35,male,7,68.88753913,8.083512976,41.6448962
36,male,7,68.45828924,8.765136329,42.33096726
37,male,7,71.80128971,8.693329382,42.22555769
38,male,7,71.32091843,8.214155622,40.74154221
39,male,7,67.49375971,8.339582205,43.226013
40,male,7,70.01294633,8.756323702,42.05443572
41,male,7,66.86595532,8.28163295,41.58092453
42,male,7,68.29633145,8.062343703,42.32239623
43,male,7,72.27149751,7.884207014,43.02334745
44,male,7,71.95524311,8.503673453,42.72246596
45,male,7,71.30713564,8.261484602,41.52485357
46,male,7,68.11528262,8.039783206,40.58271717
47,male,7,65.62528021,8.423611929,43.03552077
48,male,7,66.96617345,7.758853155,40.74582567
49,male,7,71.0098574,7.738306274,41.17626258
50,male,7,68.64792102,9.261496293,43.37449274
1,male,8,66.49104452,7.983050756,41.86740675
2,male,8,70.25764377,8.821051642,42.19305855
3,male,8,73.27945452,7.922129395,43.0676906
4,male,8,71.82259042,8.438573247,44.10220378
5,male,8,69.03960877,8.873253597,41.31902711
6,male,8,67.66275836,7.893324251,43.39181975
7,male,8,69.02956027,9.01652707,42.46562593
8,male,8,70.66560258,8.75324066,44.20530643
9,male,8,72.28734003,8.378375597,43.6527187
10,male,8,66.91411371,8.77182658,42.44430607
11,male,8,72.54408334,8.652531385,41.59431171
12,male,8,70.61036968,8.012244976,40.94205268
13,male,8,71.68258004,7.622055256,41.28806239
14,male,8,67.45881443,8.674292238,41.96929357
15,male,8,69.33335668,7.896695181,41.05092073
16,male,8,69.74835504,8.575346007,42.32786201
17,male,8,72.58339356,7.446346684,41.85710948
18,male,8,72.55353069,7.949677257,44.87367873
19,male,8,71.42667187,8.79047757,43.81969561
20,male,8,73.64800315,9.331725956,43.10993541
21,male,8,69.62071872,8.718494984,41.82980917
22,male,8,72.52382067,7.903895512,44.92022474
23,male,8,70.53171394,8.309263821,42.1655902
24,male,8,69.33205002,9.365545289,42.45576354
25,male,8,72.35442207,8.96307898,40.18372955
26,male,8,73.22409063,9.150928237,43.81347951
27,male,8,72.26867579,9.297690668,42.43427383
28,male,8,69.63213343,8.864227584,41.28136844
29,male,8,69.7074035,9.376565998,42.4907256
30,male,8,73.21758411,7.918750231,43.79272747
31,male,8,71.27037017,8.809751679,42.59799281
32,male,8,72.17619056,8.362362375,42.86408032
33,male,8,69.95646623,8.741217227,43.77175218
34,male,8,72.99596638,9.52777858,41.39968683
35,male,8,69.06336522,8.952655437,42.20086151
36,male,8,71.78816789,8.159254314,43.3283709
37,male,8,69.04736757,8.354892121,40.82584238
38,male,8,65.92110747,7.934062961,43.93671316
39,male,8,68.04838073,8.537130024,41.20655818
40,male,8,70.85896088,8.250282171,42.82247087
41,male,8,72.27755322,9.154100886,42.71276486
42,male,8,67.27252604,8.255090677,41.78684448
43,male,8,68.22229351,9.097220298,42.75963353
44,male,8,73.95263739,9.104511094,42.26931277
45,male,8,69.77559124,8.295268849,43.57273341
46,male,8,71.56083025,9.59854422,40.88570652
47,male,8,69.59882289,8.618847014,44.05723021
48,male,8,70.03269252,8.143027105,42.19660536
49,male,8,70.76576399,8.652079546,41.60986279
50,male,8,70.6208275,7.906326237,41.22446091
1,male,9,71.6341356,9.355695296,44.19589877
2,male,9,71.10738668,8.273382408,41.05370919
3,male,9,66.20906431,9.805095055,43.06555821
4,male,9,75.55044545,7.44805539,42.18459638
5,male,9,75.401806,8.121277914,41.97778416
6,male,9,69.90794469,8.663157875,42.70710168
7,male,9,71.68059571,8.409511736,42.97053682
8,male,9,74.61302308,9.84286162,42.45716953
9,male,9,73.89675104,8.85770182,42.00279029
10,male,9,74.42554308,9.148363091,43.77485916
11,male,9,69.96368086,9.39515869,43.69334233
12,male,9,76.89680938,9.007014566,44.87858323
13,male,9,69.84642608,9.572707026,41.71350431
14,male,9,73.43244105,9.207801359,41.69025058
15,male,9,72.26842436,9.388749663,41.9217531
16,male,9,71.2329504,7.859794775,41.52316233
17,male,9,71.27910998,8.111574786,45.28095832
18,male,9,70.11634606,7.34151476,39.88854853
19,male,9,75.08305361,8.722708995,41.20583479
20,male,9,72.17007513,9.902229547,41.98879924
21,male,9,72.4925141,8.215118017,42.612439
22,male,9,72.39830238,9.120544256,42.72246599
23,male,9,71.28717557,9.208669315,44.11777378
24,male,9,69.84535963,9.06696848,44.43695123
25,male,9,72.48207999,8.70104417,41.65015072
26,male,9,68.02208505,8.46729917,43.17011575
27,male,9,69.30472281,8.454262428,40.87439519
28,male,9,69.95484628,8.912217273,43.9698247
29,male,9,69.95051016,9.809746888,41.8508554
30,male,9,72.20365875,8.34454476,43.43381282
31,male,9,75.03712634,8.814225929,41.70604336
32,male,9,69.12088413,8.96948771,42.92027146
33,male,9,72.82398444,9.453989443,42.8910905
34,male,9,73.70913503,8.738070318,41.61267763
35,male,9,70.11988882,9.346402115,43.35553525
36,male,9,71.89968114,7.852287034,46.83108996
37,male,9,73.56486071,9.402879759,42.92442876
38,male,9,71.51453271,8.967459705,42.40053672
39,male,9,71.58069974,8.133048308,42.28177581
40,male,9,72.5846809,7.268748955,42.46739823
41,male,9,71.88597482,8.644264356,43.10256809
42,male,9,70.94425951,9.368202512,41.8538975
43,male,9,71.73663146,9.123338707,44.72596529
44,male,9,75.57739561,8.645083527,43.62286122
45,male,9,73.65997049,8.935045749,44.00809517
46,male,9,70.26226556,9.009193421,44.56038912
47,male,9,69.63465652,8.373312632,41.5927846
48,male,9,71.31603374,8.938188555,41.77569323
49,male,9,74.52467193,8.978587983,43.29423367
50,male,9,72.55609032,8.394017978,42.32412717
1,male,10,71.96714005,9.338736895,43.91339269
2,male,10,74.97624568,9.41739222,43.21628703
3,male,10,73.04659626,9.568426521,44.1471281
4,male,10,71.17071085,9.697732565,41.3715141
5,male,10,74.17626566,9.487217429,44.1433028
6,male,10,76.19587134,9.410979249,41.08536114
7,male,10,74.12548977,9.133198932,43.27800116
8,male,10,73.66480071,9.514132214,43.86459985
9,male,10,72.05313806,8.311528471,42.34617211
10,male,10,74.37995721,9.657989135,45.10083988
11,male,10,71.26591598,8.825563438,43.56175293
12,male,10,70.15901685,10.83627018,41.36828968
13,male,10,73.21762974,8.782563359,45.17432942
14,male,10,73.23427234,7.17865912,43.67270979
15,male,10,77.79360551,10.16045971,42.96860116
16,male,10,70.98894012,8.780943333,44.16999965
17,male,10,73.62472201,9.615065643,41.79974149
18,male,10,74.82960088,9.358019449,43.30200475
19,male,10,75.2961264,9.967418443,43.63975897
20,male,10,73.27962348,8.567713783,39.79444478
21,male,10,71.88781333,8.367656886,42.80789346
22,male,10,73.1750103,9.9454783,42.4712566
23,male,10,76.98553638,8.529002773,43.72663272
24,male,10,74.21720412,8.126414117,44.63583203
25,male,10,69.41549356,9.744578647,43.47718734
26,male,10,76.00457234,9.154319207,42.3374002
27,male,10,74.32695506,10.79474296,43.20785386
28,male,10,73.23621363,9.440526736,42.08772612
29,male,10,73.26605912,8.952835082,42.08979669
30,male,10,73.01539953,8.760970815,40.29591219
31,male,10,73.78746301,10.37922607,42.98683947
32,male,10,72.34265283,8.349550481,44.00535408
33,male,10,73.82632138,9.631873432,43.6257347
34,male,10,71.53042355,9.593176011,42.04170221
35,male,10,73.68027906,8.799035848,42.73786315
36,male,10,75.4029911,10.27500252,44.6568307
37,male,10,74.26749162,8.676641175,44.18720436
38,male,10,75.26412439,9.1863697,43.94739758
39,male,10,71.22734935,9.471339883,42.91460305
40,male,10,73.40410629,10.82618818,43.23675814
41,male,10,74.47277558,9.630606567,41.96290234
42,male,10,71.27079075,10.41208362,43.346704
43,male,10,76.27504724,8.690006164,43.78549041
44,male,10,71.33386478,7.978191785,43.36577343
45,male,10,73.61258555,9.82254975,43.55758025
46,male,10,73.58848143,8.0600717,40.41442138
47,male,10,73.53117357,8.260452745,43.64374841
48,male,10,72.90019329,9.627539142,42.90727699
49,male,10,74.1548799,9.160956361,41.78617464
50,male,10,71.34078747,9.792913497,42.93827697
1,male,11,72.05020804,10.40322232,43.82794066
2,male,11,73.25631959,10.03892142,42.45347678
3,male,11,74.3910842,9.667630987,43.62558904
4,male,11,76.88782086,9.78641303,42.18539899
5,male,11,77.51616287,9.501378656,42.30198964
6,male,11,75.10701478,10.5958746,45.77697532
7,male,11,75.22502408,9.436672568,44.52886657
8,male,11,74.03707472,9.965000682,41.70481003
9,male,11,74.59130086,8.741918604,43.31482131
10,male,11,71.83136286,9.427469566,43.75738753
11,male,11,75.05087408,8.00166087,43.23104025
12,male,11,73.48244819,9.497110721,44.91425073
13,male,11,75.13588967,8.358206264,46.31054987
14,male,11,73.84263546,9.306987931,42.90518127
15,male,11,73.2429301,9.231918188,44.61367974
16,male,11,74.08368838,10.08041349,44.94194991
17,male,11,73.80288067,8.950437984,44.08738249
18,male,11,76.57969859,8.93507509,44.16441879
19,male,11,74.89749536,8.018890402,45.07141655
20,male,11,75.32173371,9.834267191,43.74512049
21,male,11,72.14237819,10.16207013,41.2260828
22,male,11,77.34396125,9.241745933,44.13669829
23,male,11,74.80280384,10.43616656,42.05468113
24,male,11,72.87306533,9.113170761,42.8653939
25,male,11,75.08718863,8.698374571,43.31257807
26,male,11,76.15382466,9.560401779,41.05346548
27,male,11,71.87101344,9.880399178,43.37968595
28,male,11,77.71120324,8.354535739,44.66452837
29,male,11,74.19974166,8.255056619,42.85263125
30,male,11,76.63022448,9.432493917,41.81621029
31,male,11,74.63729651,9.736304701,43.23768188
32,male,11,73.8683966,7.758859538,42.91184164
